product_id,product,mail_class,fy,volume,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,weight,weight_pc
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2009,878353.0,12879786.0,12254297.980994,12254297.980994,,14.663565,13.95145,0.712115,1.051042,15109663.889468,2.99512
42,Bound Printed Matter Flats,Package Services,2009,238799031.0,206445151.0,118838898.843183,118838898.843183,,0.864514,0.497652,0.366862,1.737185,332350809.0,22.268151
43,Bound Printed Matter Parcels,Package Services,2009,270623006.0,362608191.0,371149759.38792,371149759.38792,,1.339902,1.371464,-0.031563,0.976986,780716431.0,46.158171
44,Media and Library Mail,Package Services,2009,140138772.0,397398029.0,472361135.247975,472361135.247975,,2.835746,3.370667,-0.534921,0.841301,314553264.0,35.913346
265,Total Package Services (incl International),Summary Other,2009,731155337.0,1682577458.0,1735912512.455954,1735912512.455954,,2.28639,2.36028,-0.073891,0.968694,1887127359.889468,41.014963
85,US Postal Service Mail,Other,2009,454864854.0,,,,,,,,,126141454.0,4.437061
86,Free Mail,Other,2009,61958282.0,,54158423.672018,54158423.672018,,,0.874111,,,30243412.0,7.810007
51,Certified Mail,Special Services,2009,266490764.0,729813026.0,659479506.542485,659464506.542485,15000.0,2.738605,2.474681,0.263925,1.10665,,
52,COD,Special Services,2009,1015205.0,7564147.0,6596176.426477,6596176.426477,,7.450857,6.497384,0.953473,1.146747,,
54,Insurance,Special Services,2009,43767420.0,129069205.0,116869295.094743,116867295.094743,2000.0,2.948979,2.670235,0.278744,1.104389,,
55,Registered Mail,Special Services,2009,3181977.0,49905881.0,50585582.758396,50585582.758396,,15.683923,15.897532,-0.21361,0.986563,,
58,Other Domestic Ancillary Services,Special Services,2009,1301738567.0,751479542.0,519706842.142626,519633842.142626,73000.0,,,,,,
109,Total International Ancillary Services,Special Services,2009,16891052.0,25645055.844998,37409858.012131,37409858.012131,,,,,,,
73,Money Orders,Special Services,2009,135039460.0,191100000.0,146134926.140183,143035932.140183,3098994.0,1.415142,1.082165,0.332977,1.307696,,
266,Total Special Services (incl International),Summary Other,2009,1768124445.0,2825196796.844998,2213469745.679902,2206291153.569902,7178592.11,,,,,,
131,Priority Mail Express,Competitive,2009,47015273.0,884571111.0,553312000.973662,544373210.1964,8938790.777262,18.814548,11.768771,7.045777,1.598684,44914777.0,15.28517
132,Priority Mail,Competitive,2009,790069671.0,5362466262.0,4123864013.56951,4059103611.16951,64760402.4,6.787333,5.219621,1.567713,1.30035,1634451697.0,33.0999
255,Total Ground,Competitive,2009,241186127.0,515033951.0,430214713.759166,430107796.919166,100000.0,2.135,1.784,0.352,1.1972,908804894.0,4.246212
256,Competitive International Mail,Competitive,2009,321199606.647238,,,,,,,,,278820874.013944,13.888977
254,Total Competitive Mail and Services (Incl International),Summary,2009,1400697851.647238,8132786175.210958,6174755384.594315,6093412452.727053,81342931.867262,5.806239,4.408342,1.397897,1.317103,2866992242.013943,32.749301
3,Single Piece Letters,First Class,2010,27147918293.0,12339555160.0,7376828271.347468,7354368770.347468,22459501.0,0.45453,0.271727,0.182803,1.672745,847776797.0,0.499649
4,Single Piece Cards,First Class,2010,1436993692.0,413216238.0,398613758.660982,397424931.660982,1188827.0,0.287556,0.277394,0.010162,1.036633,9183251.0,0.10225
5,Total Single Piece Letters and Cards,First Class,2010,28584911985.000004,12752771398.0,7775442030.008451,7751793702.008451,23648328.0,0.446136,0.272012,0.174124,1.640135,856960048.0,0.479671
8,Presort Letters,First Class,2010,43293820685.0,15345136872.0,5161838861.272203,5157781783.272204,4057078.0,0.354442,0.119228,0.235214,2.972804,2048445808.0,0.75704
9,Presort Cards,First Class,2010,2931565187.0,630208763.0,237007727.423182,236733009.423182,274718.0,0.214973,0.080847,0.134127,2.659022,23923312.0,0.130569
10,Total Presort Letters and Cards,First Class,2010,46225385872.0,15975345635.0,5398846588.695386,5394514792.695386,4331796.0,0.345597,0.116794,0.228803,2.959029,2072369120.0,0.717309
14,Flats,First Class,2010,2483991704.0,3117723579.0,2147953273.039222,2146390146.039222,1563127.0,1.255126,0.864718,0.390408,1.451486,515683165.0,3.321642
19,Parcels,First Class,2010,574428826.0,1131180789.0,1132418206.152522,1132417239.152522,967.0,1.969227,1.971381,-0.002154,0.998907,190876235.0,5.31662
101,Outbound Single Piece Mail International,First Class,2010,334404183.04,689909143.0,362959118.982887,362335789.762626,623329.22026,2.0631,1.08539,0.977709,1.90079,60529407.255718,2.896108
102,Inbound Single Piece Mail International,First Class,2010,346070795.51415,204496097.0,257790011.593869,257144935.81413,645075.77974,0.590908,0.744905,-0.153997,0.793266,79249603.434394,3.663972
262,Total First Class (incl International),Summary Other,2010,78549193365.55415,34025475547.000008,17075409228.472334,17044596605.472336,30812623.0,0.433174,0.217385,0.215789,1.992659,3775667578.690111,0.769081
21,High Density and Saturation Letters,Marketing Mail,2010,5428042527.0,736917389.0,348527524.490479,347708611.490479,818913.0,0.135761,0.064209,0.071552,2.114374,238323200.0,0.702495
22,High Density and Saturation Flats and Parcels,Marketing Mail,2010,11363444416.0,1848254859.0,825826991.142161,824112623.142161,1714368.0,0.162649,0.072674,0.089975,2.238065,2121947471.0,2.987753
23,Carrier Route,Marketing Mail,2010,9428282942.0,2222971550.860978,1559827920.428619,1558398664.428619,1429256.0,0.235777,0.165441,0.070336,1.425139,1991215832.0,3.379136
25,Letters,Marketing Mail,2010,48301094047.0,9204686882.80124,5106086248.102746,5098767906.102746,7318342.0,0.190569,0.105714,0.084855,1.802689,2890277098.0,0.95742
26,Flats,Marketing Mail,2010,7049230266.0,2579363419.878836,3161327018.785046,3160260742.785046,1066276.0,0.365907,0.448464,-0.082557,0.815912,1773809349.0,4.026106
27,Parcels,Marketing Mail,2010,682403363.0,602318108.0,780156163.162106,780116010.162106,40153.0,0.882642,1.143248,-0.260605,0.772048,302311204.0,7.088153
139,Marketing Mail NSA Domestic,Marketing Mail,2010,271249607.0,58452968.458945,36610584.0,36610584.0,,0.215495,0.13497,0.080525,1.596614,27485103.0,1.621243
263,Total Marketing Mail (incl International),Summary Other,2010,82523747168.0,17330408933.0,11818362450.111156,11805975142.111156,12387308.0,0.210005,0.143212,0.066793,1.466397,9345369257.0,1.811914
31,In County,Periodicals,2010,695455322.0,73113205.0,98495326.745048,98454308.745048,41018.0,0.10513,0.141627,-0.036497,0.742301,203858225.0,4.690066
32,Outside County,Periodicals,2010,6574014264.0,1793301865.0,2391342936.533208,2390955199.533208,387737.0,0.272786,0.363757,-0.09097,0.749914,2574114051.0,6.264943
264,Total Periodicals (incl International),Summary Other,2010,7269469586.0,1878834624.0,2489838263.278256,2489409508.278256,428755.0,0.258456,0.342506,-0.084051,0.754601,2777972276.0,6.114278
41,Single Piece Parcel Post,Package Services,2010,61408341.0,614936820.0,748868593.306048,748868593.306048,,10.013897,12.1949,-2.181003,0.821155,405953789.0,105.771635
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2010,1088839.0,17028995.0,11460227.628095,11460227.628095,,15.63959,10.525181,5.114408,1.485921,19142396.582998,281.288919
42,Bound Printed Matter Flats,Package Services,2010,229751608.0,190409094.0,129358247.972276,129358247.972276,,0.828761,0.563035,0.265725,1.471952,320168096.0,22.296643
43,Bound Printed Matter Parcels,Package Services,2010,244735541.0,321564284.0,349249070.508102,349249070.508102,,1.313926,1.427047,-0.113121,0.920731,679753772.0,44.440053
44,Media and Library Mail,Package Services,2010,122322100.0,368766428.0,458551367.721851,458551367.721851,,3.014716,3.748721,-0.734004,0.804199,284889343.0,37.264153
265,Total Package Services (incl International),Summary Other,2010,659306429.0,1515503219.0,1697487507.136373,1697487507.136373,,2.298633,2.574656,-0.276024,0.892792,1709907396.582998,41.495907
136,International Negotiated Service Agreements,Other,2010,1142651.0,625429.0,162000.0,162000.0,,0.547349,0.141776,0.405574,3.860673,286558.0,4.012536
85,US Postal Service Mail,Other,2010,431206015.0,,,,,,,,,131446673.0,4.87736
86,Free Mail,Other,2010,67214168.0,,66303271.985312,66303271.985312,,,0.986448,-0.986448,,31048164.0,7.390862
51,Certified Mail,Special Services,2010,268724724.0,752429224.0,634691241.509312,634691241.509312,,2.8,2.361864,0.438136,1.185504,,
52,COD,Special Services,2010,834483.0,6522005.0,8245738.439967,8245738.439967,,7.815624,9.881254,-2.06563,0.790955,,
54,Insurance,Special Services,2010,39146196.0,125567053.0,98623509.746978,98623509.746978,,3.207644,2.519364,0.68828,1.273196,,
55,Registered Mail,Special Services,2010,2966550.0,47805705.0,42566649.141085,42566649.141085,,16.114916,14.348873,1.766043,1.123079,,
58,Other Domestic Ancillary Services,Special Services,2010,1605496227.0,807075588.0,494109193.662206,494109193.662206,,0.502695,0.307761,0.194934,1.633395,,
109,Total International Ancillary Services,Special Services,2010,2752831.0,29387843.792268,27402398.677779,27402398.677779,,10.675499,9.954261,0.721238,1.072455,,
73,Money Orders,Special Services,2010,123404756.0,183152827.0,126338894.003509,123299669.003509,3039225.0,1.484163,1.023777,0.460387,1.449695,,
266,Total Special Services (incl International),Summary Other,2010,2043325767.0,,,,,,,,,,
131,Priority Mail Express,Competitive,2010,42552965.0,827897984.0,495559519.756454,489662957.935424,5896561.821029,19.455706,11.645711,7.809995,1.670633,39794417.0,14.96278
132,Priority Mail,Competitive,2010,809470603.0,5656639116.0,4246634295.008302,4128375673.608302,118258621.4,6.988072,5.246187,1.741885,1.332029,1698402755.0,33.570637
255,Total Ground,Competitive,2010,296824042.0,568756170.0,419897470.671702,419891492.271702,,1.916139,1.414634,0.501505,1.354512,1058066844.0,57.034024
256,Competitive International Mail,Competitive,2010,289053797.521039,1490160256.3,979111626.993084,973471698.283084,5639928.71,5.179329,3.403084,1.776244,1.521951,291348997.310806,16.127046
3,Single Piece Letters,First Class,2011,24550823641.0,11201600776.000002,6848209222.91634,6824301792.91634,23907430.0,0.456262,0.27894,0.177322,1.635698,769643158.0,0.501584
4,Single Piece Cards,First Class,2011,1295941093.0,379162450.0,336434654.35895,335172675.35895,1261979.0,0.292577,0.259606,0.03297,1.127002,8279536.0,0.102221
5,Total Single Piece Letters and Cards,First Class,2011,25846764734.0,11580763226.0,7184643877.27529,7159474468.27529,25169409.0,0.448055,0.277971,0.170084,1.611877,777922694.0,0.48156
8,Presort Letters,First Class,2011,41740735339.0,14891080210.0,4963358877.957883,4957935035.957883,5423842.0,0.356752,0.118909,0.237843,3.000202,2210724710.0,0.847412
9,Presort Cards,First Class,2011,2753762510.0,597342731.0,220231338.939816,219873511.939816,357827.0,0.216919,0.079975,0.136944,2.712342,22478610.0,0.130606
10,Total Presort Letters and Cards,First Class,2011,44494497849.0,15488422941.0,5183590216.897699,5177808547.897699,5781669.0,0.348097,0.1165,0.231598,2.987972,2233203320.0,0.803049
14,Flats,First Class,2011,2230919856.0,2814198117.0,1946399205.739174,1944778518.739174,1620687.0,1.261452,0.872465,0.388987,1.445848,455320506.0,3.265527
19,Parcels,First Class,2011,637982206.0,1284462449.0,1168973306.646959,1168367562.646959,605744.0,2.01332,1.832298,0.181023,1.098795,208796413.0,5.23642
101,Outbound Single Piece Mail International,First Class,2011,310335185.04,647663662.0,438475605.700133,437903028.334939,572577.365193,2.086981,1.41291,0.674071,1.47708,54178259.0,2.793277
102,Inbound Single Piece Mail International,First Class,2011,238078053.093301,136316821.148168,172462693.034422,172023432.16127,439260.873152,0.572572,0.724396,-0.151824,0.790413,58133674.112337,3.906865
262,Total First Class (incl International),Summary Other,2011,73758577883.1333,32097933429.148163,16094544905.293676,16060355558.055332,34189347.238345,0.435176,0.218206,0.21697,1.994336,3787554866.112338,0.821611
21,High Density and Saturation Letters,Marketing Mail,2011,5653874948.0,767934734.0,349009793.787232,347855275.787232,1154518.0,0.135824,0.061729,0.074095,2.200324,237736151.0,0.672774
22,High Density and Saturation Flats and Parcels,Marketing Mail,2011,11424568140.0,1880643586.0,882760888.039257,880427999.039257,2332889.0,0.164614,0.077269,0.087345,2.130411,2144022645.0,3.002684
23,Carrier Route,Marketing Mail,2011,9335928374.0,2222005488.0,1647827365.177176,1645914474.177176,1912891.0,0.238006,0.176504,0.061502,1.348446,1993085265.0,3.415768
25,Letters,Marketing Mail,2011,50584189204.0,9707631806.0,5288553756.090455,5278196845.090454,10356911.0,0.19191,0.10455,0.087361,1.835593,2666837031.0,0.843532
26,Flats,Marketing Mail,2011,6783186364.999999,2491077079.0,3142861578.809322,3141474723.809322,1386855.0,0.367243,0.463331,-0.096088,0.792614,1710266860.0,4.034132
27,Parcels,Marketing Mail,2011,733770153.0,650673222.0,767297782.521872,767212146.521872,85636.0,0.886753,1.045692,-0.158939,0.848006,321571215.0,7.011922
139,Marketing Mail NSA Domestic,Marketing Mail,2011,175741965.0,38143821.0,23281000.0,23281000.0,,0.217044,0.132473,0.084572,1.63841,18419209.0,1.676932
263,Total Marketing Mail (incl International),Summary Other,2011,84691259149.0,17826150378.000008,12078311164.425316,12061081464.425314,17229700.0,0.210484,0.142616,0.067868,1.475881,9091938376.0,1.717663
31,In County,Periodicals,2011,661561122.0,69180835.0,89249728.403194,89212110.403194,37618.0,0.104572,0.134908,-0.030336,0.775138,192369949.0,4.652509
32,Outside County,Periodicals,2011,6415178344.0,1743551087.0,2340773780.297896,2340409001.297896,364779.0,0.271785,0.364881,-0.093095,0.744861,2533036164.0,6.317607
264,Total Periodicals (incl International),Summary Other,2011,7076739466.0,1821135301.0,2430023508.70109,2429621111.70109,402397.0,0.257341,0.343382,-0.086041,0.749431,2725406113.0,6.161948
41,Single Piece Parcel Post,Package Services,2011,70217810.0,732461932.0,821118831.183313,821118831.183313,,10.431284,11.693883,-1.262598,0.892029,487293861.0,111.035958
123,Inbound Surface Parcel Post (at UPU Rates),Package Services,2011,1017314.0,18963418.007013,10725437.087238,10725437.087238,,18.640673,10.542897,8.097776,1.768079,18346461.335242,288.54747
42,Bound Printed Matter Flats,Package Services,2011,251831376.0,204173748.0,125416932.273923,125416932.273923,,0.810756,0.498019,0.312736,1.62796,368727880.0,23.42697
43,Bound Printed Matter Parcels,Package Services,2011,245281592.0,309680652.0,314561644.075895,314561644.075895,,1.262552,1.282451,-0.0199,0.984483,668230798.0,43.589463
44,Media and Library Mail,Package Services,2011,107828747.0,331951003.0,431067651.359104,431067651.359104,,3.078502,3.997706,-0.919204,0.770067,259637906.0,38.525965
265,Total Package Services (incl International),Summary Other,2011,676176839.0,1600270188.007013,1702890495.979474,1702890495.979474,,2.366644,2.51841,-0.151765,0.939738,1802236906.335242,42.645339
136,International Negotiated Service Agreements,Other,2011,133555317.493947,80772212.851832,77334876.921808,77089881.990153,244994.931655,0.604785,0.579048,0.025737,1.044447,22250464.341707,2.665618
85,US Postal Service Mail,Other,2011,434596473.0,,,,,,,,,149446097.0,5.501972
86,Free Mail,Other,2011,61853966.0,,51110513.310922,51110513.310922,,,0.826309,-0.826309,,30123155.0,7.792071
51,Certified Mail,Special Services,2011,251222212.0,708755088.0,599327569.109634,599316682.109634,10887.0,2.821228,2.385647,0.435581,1.182584,,
52,COD,Special Services,2011,819400.0,6677514.0,4373217.09096,4373181.09096,36.0,8.149273,5.337097,2.812176,1.526911,,
54,Insurance,Special Services,2011,34573190.0,116651990.0,103411365.354546,103409867.354546,1498.0,3.374059,2.991085,0.382974,1.128038,,
55,Registered Mail,Special Services,2011,2687960.0,45236486.0,42809326.668915,42809210.668915,116.0,16.8293,15.926326,0.902974,1.056697,,
58,Other Domestic Ancillary Services,Special Services,2011,1698367845.0,771745803.0,579484663.394223,579411060.394223,73603.0,0.454404,0.341201,0.113203,1.33178,,
109,Total International Ancillary Services,Special Services,2011,2547795.0,33123924.0,38810880.44046,38810880.44046,,13.001016,15.233125,-2.232109,0.85347,,
73,Money Orders,Special Services,2011,115510031.0,172696294.0,123438492.522449,120220751.855155,3217740.667294,1.495076,1.068639,0.426437,1.399047,,
266,Total Special Services (incl International),Summary Other,2011,2105728433.0,,,,,,,,,,
131,Priority Mail Express,Competitive,2011,40491995.0,799500058.0,479432267.330554,473645003.059488,5787264.271067,19.744645,11.840174,7.904471,1.667598,38658563.0,15.275538
132,Priority Mail,Competitive,2011,790633182.0,5638962796.000001,4469853933.593938,4361806810.543938,108047123.05,7.132211,5.653512,1.478699,1.261554,1693627443.0,34.273845
255,Total Ground,Competitive,2011,380834000.0,718401893.0,516545208.053301,516432434.003301,112774.05,1.886406,1.356363,0.530043,1.390782,1415974000.0,110.5
256,Competitive International Mail,Competitive,2011,276840367.517119,1693406604.356419,1112440738.308104,1106098281.138104,6342457.17,5.858448,3.848559,2.009888,1.522244,289151018.856119,16.711495
3,Single Piece Letters,First Class,2012,22755167380.0,10533810338.216,6276049369.099807,6245929076.099807,30120293.0,0.462919,0.275808,0.187112,1.678414,710601305.0,0.49965
4,Single Piece Cards,First Class,2012,1158305368.0,367781344.0,297062981.19479,295529774.19479,1533207.0,0.317517,0.256463,0.061053,1.238058,7404114.0,0.102275
5,Total Single Piece Letters and Cards,First Class,2012,23913472748.0,10901591682.216,6573112350.294597,6541458850.294597,31653500.0,0.455877,0.274871,0.181006,1.658513,718005419.0,0.480402
